gt,node,sc0,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,sc9,sc10,sc11,sc12,sc13,sc14,sc15,sc16,sc17,sc18,sc19,sc20,sc21,sc22,sc23,sc24,sc25,sc26,sc27,sc28,sc29,sc30,sc31,sc32,sc33,sc34,sc35,sc36,sc37,sc38,sc39,sc40,sc41,sc42,sc43,sc44,sc45
5,9,14.9819,26.1239,22.8618,20.9969,21.6072,23.2702,26.6615,28.8646,29.3503,29.0054,19.1125,1.16848,1.0181,16.1112,23.4136,24.0178,24.7145,25.1858,26.0665,26.1532,26.3378,27.7457,28.6933,19.5712,12.8212,11.6387,10.7701,11.0099,12.5993,13.6943,14.8315,15.2873,11.0521,1.71182,1.88179,1.98162,5.55471,12.8829,13.3345,13.473,13.9175,14.0011,14.1416,14.0704,14.7124,15.1944
5,10,19.0408,31.1436,32.062,31.1527,31.299,30.6597,30.5462,28.4808,25.7006,22.899,14.3925,1.9042,1.55362,15.2653,23.3666,25.908,27.3851,28.0703,28.9378,28.9609,28.6318,30.2346,32.2819,21.8036,14.663,14.3206,13.7443,13.6269,13.8014,12.9647,12.5388,11.0095,7.20914,1.54046,1.6289,1.68866,4.7069,11.3599,12.4182,12.7813,12.9423,13.0806,12.7498,12.5456,12.9357,14.2921
6,1,15.944,27.9619,26.3872,25.2693,25.6917,25.4675,26.2325,25.2186,23.9175,22.4515,14.9024,1.96665,1.64639,18.9219,26.2966,26.6537,26.5449,26.3651,26.6717,26.6989,26.4696,28.2194,28.952,19.4107,13.2966,12.8642,12.3444,12.414,12.7743,12.6276,12.2269,11.4047,7.97742,1.7959,1.90328,1.96098,5.72067,13.4526,13.7582,13.3689,13.5165,13.2227,13.1346,12.8477,13.335,14.1108
6,2,19.3699,34.0533,32.3327,30.7157,30.5365,29.6341,29.9993,29.7997,29.4132,28.8894,19.6929,2.55421,2.31011,19.0561,27.4505,28.3899,28.7158,28.3959,28.3949,27.9353,28.1064,30.3142,32.5096,21.9083,14.5412,13.834,13.4026,12.9222,13.0478,12.7292,12.6651,12.4454,9.37552,2.61034,2.72747,2.80749,6.0379,12.6897,13.1044,12.8198,12.8432,12.3813,12.3593,12.1478,12.988,14.0798
6,3,17.5599,31.4553,29.9058,27.7821,27.543,26.9964,28.2744,27.3686,25.7909,24.0231,15.7743,1.85857,1.58894,18.752,25.8777,26.5871,26.3557,25.9254,26.1687,26.3349,26.0522,28.47,30.5852,21.0635,14.6643,14.0717,13.1342,12.8019,13.1573,13.0403,12.6919,11.8197,8.28997,2.09386,2.20225,2.2871,5.73922,12.919,13.2432,12.7491,12.7987,12.5594,12.4422,12.2737,13.1046,14.4974
6,4,16.6625,27.1771,25.5511,23.9873,24.4277,24.4998,25.7889,25.6331,24.7478,23.1688,15.3958,2.82835,2.32453,16.6895,23.8755,25.0358,25.8289,26.0889,26.9025,26.9253,27.1912,28.916,29.9281,19.8615,13.0236,12.1827,11.4754,11.4195,11.9615,11.8439,11.9398,11.2675,7.99973,2.14026,2.2217,2.31327,5.50086,12.1062,12.7866,12.9942,13.2807,13.2117,13.1048,13.01,13.4986,14.3837
6,5,17.2982,31.7212,29.2123,27.214,27.2797,26.9164,28.3873,27.5557,25.9269,24.3362,15.9975,1.20824,1.0083,19.2084,28.2221,29.688,30.0418,29.6418,29.1176,28.7961,28.5269,30.2328,31.4102,20.7022,13.7602,13.1194,12.2425,12.1199,12.6272,12.7854,12.3683,11.7483,8.24934,1.7316,1.74996,1.81503,5.621,13.5464,14.046,13.8351,13.7813,13.2277,12.9713,12.7917,13.2634,14.2531
6,6,16.6399,29.9676,27.395,25.2511,25.1363,25.428,27.9398,29.1402,28.4099,26.8147,17.4066,1.51248,1.40521,16.0239,24.0557,26.2568,27.5274,28.1399,28.6662,29.2177,29.0401,30.7226,31.4719,20.5612,13.5721,12.6203,11.6288,11.4402,12.1069,12.8793,13.1506,12.9001,8.60584,1.33243,1.37972,1.49797,4.85184,11.9435,12.8228,13.1862,13.6639,13.6239,13.7865,13.805,14.3663,15.1719
6,7,16.9393,30.882,28.8285,27.1238,27.3299,27.3753,28.8025,27.8722,26.3507,24.7736,16.1348,1.55659,1.32519,20.5107,28.7326,29.7774,30.2165,29.7587,28.6586,27.6107,26.5156,28.4183,30.0098,20.6451,14.164,13.4477,12.5973,12.5616,13.0679,13.2471,12.8434,12.1759,8.48339,1.87762,1.99749,2.04526,5.84589,13.6302,14.1251,14.0093,14.0178,13.3286,12.9219,12.4638,13.1227,14.477
6,8,16.516,29.9181,27.6327,26.0622,25.8367,25.8764,27.2336,27.8858,27.5226,27.1096,18.7119,1.54323,1.38127,16.4227,23.986,25.8298,26.5385,26.0441,24.896,25.0163,25.6169,28.1519,29.9693,20.3941,13.7697,13.2394,12.6302,12.5824,13.2275,13.6875,14.0912,14.1668,10.1383,1.6395,1.69043,1.7852,5.1699,12.1942,12.8345,12.766,12.366,11.582,11.5894,12.037,13.0835,14.1603
6,9,17.0635,29.956,27.8657,26.0975,25.5643,25.2714,26.8733,27.938,28.1013,27.7283,18.6483,1.89472,1.69662,13.495,19.7226,21.1561,22.3997,23.3208,24.7053,25.3051,25.9373,27.9217,29.8103,20.9922,14.6056,13.9414,13.1032,12.6516,13.1398,13.5785,14.1438,14.3928,10.7822,2.68702,2.89347,3.07381,5.77228,11.4708,12.2205,12.5034,13.2044,13.3839,13.6842,13.8527,14.7729,15.7296
6,10,17.4849,30.1505,29.2063,28.2282,28.4665,27.6706,27.4758,25.4563,23.105,20.6539,13.6204,3.13731,2.64327,16.6824,24.4568,26.5548,27.7988,28.006,28.4519,27.6067,27.0992,28.3388,29.4433,19.84,13.7471,13.4999,12.9239,12.7517,12.9101,12.3393,11.7968,10.5666,7.60396,2.55606,2.70124,2.81055,5.92463,12.7332,13.7094,13.8231,14.0327,13.6579,13.1608,12.5968,12.8638,13.7869
